emotion	scale	key	chord_name	weight
Vital	Ionian	E	E-A-C#m-B	0.01058218
Vital	Ionian	E	E-A-B-A	0.01659191
Vital	Ionian	E	E-A-G#m-C#m	0.01568869
Vital	Ionian	E	E-G#-A-Am	0.01577777
Vital	Ionian	E	E-C#m-A-B	0.01536376
Vital	Ionian	E	F#m-B-E	0.01615933
Vital	Ionian	E	E-A-E-B	0.01547656
Vital	Ionian	E	A-B-E	0.01564367
Vital	Ionian	E	E-B-G#m-A	0.01516910
Vital	Ionian	E	A-E	0.01553345
Vital	Ionian	E	A-G#m-C#m-F#	0.01631936
Vital	Ionian	E	Am-D-E	0.01509941
Vital	Ionian	E	E-A-B-C#m	0.01608272
Vital	Ionian	E	E-A-F#m-B	0.01523840
Vital	Lydian	E	E-F#-B-E	1.00000000
Vital	Mixolydian	E	B7-Dmaj7	0.66511969
Vital	Mixolydian	E	E-D-A	0.17576258
Vital	Mixolydian	E	E-Bm-D-A	0.15911773
soft	Aeolian	F	Dbmaj7-Eb7-Fmaj7	0.26208989
soft	Aeolian	A minor	Am-F-C-G	0.04101533
soft	Aeolian	A minor	Am-G-F-G	0.06480059
soft	Aeolian	A minor	F-G-Am	0.05826163
soft	Aeolian	A minor	Am-Dm-G-C	0.02853761
soft	Aeolian	A minor	Am-Em-G-F	0.03817312
soft	Aeolian	F	F-Eb-Db-Eb	0.06577037
soft	Aeolian	A minor	Am-Dm-Em	0.06206082
soft	Aeolian	A minor	Am-G-C-G	0.06170643
soft	Aeolian	A minor	F-C-G-Am	0.06379608
soft	Aeolian	A minor	Am-Dm-Am-Em	0.06437640
soft	Aeolian	A minor	Am-G-F	0.06386376
soft	Aeolian	A minor	Am-F-G	0.06267583
soft	Aeolian	A minor	Am-Em-C-F	0.06287213
soft	Dorian	A minor	Am-C-D	1.00000000
soft	Harmonic minor	A minor	Bm7b5-E7-Am7	0.30444164
soft	Harmonic minor	A minor	Dm6-Amaj7	0.30750726
soft	Harmonic minor	A minor	Dm7-E7-Am7	0.29312979
soft	Harmonic minor	A minor	Am-G-F-E	0.01765735
soft	Harmonic minor	A minor	Bdim-E-Am	0.07726397
soft	Ionian	F	C7-Bm7b5-Bbm7-Am7	0.06130289
soft	Ionian	F	C7-Am7	0.06109438
soft	Ionian	F	C7-Dm7	0.06244886
soft	Ionian	F	C7-Abmaj7	0.06050483
soft	Ionian	F	C7-F#maj7	0.06161506
soft	Ionian	F	C7-Dbmaj7	0.06072188
soft	Ionian	F	D7-Dbmaj7	0.06203738
soft	Ionian	F	Gm7-C7-Fmaj7	0.06260992
soft	Ionian	F	Bbm7-Eb7-Fmaj7	0.06285519
soft	Ionian	F	Bbmaj7-Bbm6-Fmaj7	0.06217469
soft	Ionian	F	Bbmaj7-Fmaj7	0.06350479
soft	Ionian	F	Bbmaj7-C7-Fmaj7	0.06235974
soft	Ionian	F	Dm-Bb-F	0.00118877
soft	Ionian	F	Dm-Bb-F-C	0.01411258
soft	Ionian	F	F-Bb-C	0.01425533
soft	Ionian	F	F-C-Dm-Bb	0.01494849
soft	Ionian	F	F-Bb-Dm-C	0.01046089
soft	Ionian	F	F-Bb-C-Bb	0.01640174
soft	Ionian	F	F-Bb-Am-Dm	0.01550887
soft	Ionian	F	F-A-Bb-Bbm	0.01559693
soft	Ionian	F	F-Dm-Bb-C	0.01518766
soft	Ionian	F	Gm-C-F	0.01597412
soft	Ionian	F	F-Bb-F-C	0.01529918
soft	Ionian	F	Bb-C-F	0.01546437
soft	Ionian	F	F-C-Am-Bb	0.01499524
soft	Ionian	F	Bb-F	0.01535541
soft	Ionian	F	Bb-Am-Dm-G	0.01613232
soft	Ionian	F	Bbm-Eb-F	0.01492635
soft	Ionian	F	F-Bb-C-Dm	0.01589839
soft	Ionian	F	F-Bb-Gm-C	0.01506374
soft	Lydian	F	F-G-C-F	1.00000000
soft	Mixolydian	F	C7-Ebmaj7	0.65670075
soft	Mixolydian	F	F-Eb-Bb	0.17853828
soft	Mixolydian	F	F-Cm-Eb-Bb	0.16476097
soft	Phrygian	A minor	Am-Bb-G-Am	1.00000000
